"latitude","longitude","id"
"55.72172137","37.66327982","815"
"55.72174256","37.66392355","816"
"55.71739142","37.66353195","817"
"55.71748832","37.66421859","818"
"55.71395739","37.66462629","819"
"55.71404219","37.66529148","820"
"55.71373329","37.66538804","821"
"55.71140439","37.6654685","822"
"55.7109819","37.6661471","823"
"55.71059727","37.66644751","824"
"55.71053972","37.66699468","825"
"55.70966141","37.66577696","826"
"55.70980982","37.66723608","827"
"55.70363079","37.65203868","828"
"55.70506053","37.65336906","829"
"55.70549671","37.655488","830"
"55.70583596","37.65482818","831"
"55.70632666","37.65564357","832"
"55.70677192","37.65784835","833"
"55.70741707","37.65761768","834"
"55.70772905","37.65974199","835"
"55.70812582","37.65911435","836"
"55.70879822","37.66046082","837"
"55.7084075","37.66108309","838"
"55.7091647","37.66266023","839"
"55.70964627","37.6621828","840"
"55.71011874","37.66457533","841"
"55.71055184","37.66401206","842"
"55.73240338","37.66575013","843"
"55.73237916","37.66790663","844"
"55.7320462","37.66763841","845"
"55.7312395","37.66422932","846"
"55.73163377","37.663886","847"
"55.7333001","37.6688159","848"
"55.73359067","37.66812389","849"
"55.73370569","37.66922896","850"
"55.73405681","37.66856914","851"
"55.73503748","37.67075782","852"
"55.73527054","37.67004435","853"
"55.73811252","37.67283921","854"
"55.73820936","37.67236178","855"
"55.73898111","37.67285531","857"
"55.73892966","37.67391746","858"
"55.73915664","37.67392282","859"
"55.73929283","37.67304306","860"
"55.74014626","37.67427688","861"
"55.74026127","37.6739121","862"
"55.74319669","37.67713075","863"
"55.74329958","37.67678206","864"
"55.74480049","37.67871861","865"
"55.74493666","37.67832165","866"
"55.7460865","37.6800168","867"
"55.74622267","37.67951255","868"
"55.71624602","37.66111796","869"
"55.71532543","37.66044741","870"
"55.715386","37.66006117","871"
"55.70835071","37.65765791","872"
"55.70836283","37.65733068","873"
"55.71040116","37.65780275","874"
"55.71019521","37.65728776","875"
"55.71041933","37.65703564","876"
"55.7106586","37.65841966","877"
"55.71331461","37.65907948","878"
"55.71340547","37.65872543","879"
"55.7112522","37.65982513","880"
"55.71139152","37.65961592","881"
"55.71240608","37.6626951","882"
"55.7125575","37.66243761","883"
