id,address,latitude,longitude
515,"Базарная улица, дом 8к6",56.352859,43.860928
516,"Базарная улица, дом 10",56.352478,43.859005
517,"Базарная улица, дом 12",56.352821,43.859337
518,"Военкомовская улица, дом 1",56.301064,43.878048
519,"Военкомовская улица, дом 2",56.300808,43.878292
520,"Военкомовская улица, дом 3",56.300949,43.877682
521,"Военкомовская улица, дом 4",56.300724,43.877975
522,"Военкомовская улица, дом 5",56.300850,43.877365
523,"Военкомовская улица, дом 6",56.300640,43.877609
524,"Балаковская улица, дом 1",56.311310,43.870502
525,"Балаковская улица, дом 2",56.311028,43.871220
526,"Балаковская улица, дом 3",56.311359,43.871510
527,"Балаковская улица, дом 4",56.311047,43.871914
528,"Балаковская улица, дом 5",56.311375,43.872219
529,"Балаковская улица, дом 6",56.311073,43.872585
530,"Балаковская улица, дом 8",56.310703,43.872570
531,"Балаковская улица, дом 10",56.310673,43.871624
532,"Балаковская улица, дом 12",56.311096,43.873253
533,"Балаковская улица, дом 13",56.311569,43.874493
534,"набережная Гребного Канала, дом 1",56.284210,44.120064
535,"набережная Гребного Канала, дом 1к1",56.283714,44.118824
536,"набережная Гребного Канала, дом 1к2",56.283115,44.119553
537,"набережная Гребного Канала, дом 2",56.289021,44.121822
538,"набережная Гребного Канала, дом 2а",56.288536,44.118923
539,"набережная Гребного Канала, дом 2к1",56.287258,44.120834
540,"набережная Гребного Канала, дом 3",56.291218,44.110596
541,"набережная Гребного Канала, дом 3А",56.292568,44.110397
542,"набережная Гребного Канала, дом 3Б",56.293552,44.109383
543,"набережная Гребного Канала, дом 4",56.289406,44.116909
544,"набережная Гребного Канала, дом 4А",56.289684,44.116524
545,"набережная Гребного Канала, дом 6",56.296028,44.108845
546,"набережная Гребного Канала, дом 6б",56.296955,44.107872
547,"набережная Гребного Канала, дом 7",56.287731,44.116138
548,"набережная Гребного Канала, дом 8",56.297867,44.106869
549,"набережная Гребного Канала, дом 8А",56.298893,44.105663
550,"набережная Гребного Канала, дом 10",56.312683,44.090347
551,"набережная Гребного Канала, дом 11",56.296932,44.105530
552,"набережная Гребного Канала, дом 11А",56.297176,44.105240
553,"набережная Гребного Канала, дом 12",56.319508,44.076191
554,"набережная Гребного Канала, дом 14",56.319199,44.076927
555,"набережная Гребного Канала, дом 15",56.297878,44.104389
556,"набережная Гребного Канала, дом 15А",56.297222,44.103973
557,"набережная Гребного Канала, дом 108",56.331623,44.034203
558,"набережная Гребного Канала, дом 112А",56.321342,44.064541
559,"Витебская улица, дом 1",56.315231,43.941360
560,"Витебская улица, дом 1А",56.315624,43.941856
561,"Витебская улица, дом 2",56.314701,43.941578
562,"Витебская улица, дом 2А",56.315071,43.941891
563,"Витебская улица, дом 2Б",56.315147,43.942196
564,"Витебская улица, дом 4",56.313808,43.941147
565,"Витебская улица, дом 5",56.314762,43.940578
566,"Витебская улица, дом 6",56.313198,43.941120
567,"Витебская улица, дом 6А",56.312927,43.941002
568,"Витебская улица, дом 7",56.313473,43.940212
569,"Витебская улица, дом 9",56.312992,43.940048
570,"Витебская улица, дом 11",56.312206,43.939629
571,"Витебская улица, дом 25",56.310944,43.939205
572,"Витебская улица, дом 29",56.310577,43.939106
573,"Витебская улица, дом 31",56.310207,43.939053
574,"Витебская улица, дом 33",56.309589,43.938881
575,"Витебская улица, дом 35",56.309887,43.938370
576,"Витебская улица, дом 37",56.309532,43.938316
577,"Витебская улица, дом 39",56.308254,43.938469
578,"Витебская улица, дом 41",56.308998,43.938011
579,"Витебская улица, дом 46",56.311825,43.940544
580,"Витебская улица, дом 48",56.310711,43.940041
581,"Витебская улица, дом 50",56.310108,43.939835
582,"Витебская улица, дом 52",56.309784,43.940479
583,"Витебская улица, дом 54",56.309509,43.939682
584,"Витебская улица, дом 56",56.309223,43.940453
585,"Витебская улица, дом 58",56.308971,43.939522
586,"Витебская улица, дом 60",56.308540,43.939365
587,"Витебская улица, дом 62",56.308495,43.940285
588,"Витебская улица, дом 64",56.308052,43.939243
589,"Витебская улица, дом 66",56.307846,43.939915
590,"улица Бубнова, дом 3",56.247643,43.750072
591,"улица Бубнова, дом 4",56.247047,43.750317
592,"улица Бубнова, дом 7",56.248131,43.750793
593,"улица Бубнова, дом 8",56.247326,43.750980
594,"улица Бубнова, дом 8А",56.246841,43.751125
595,"улица Архимеда, дом 3",56.311558,43.921680
596,"улица Архимеда, дом 14А",56.310448,43.923782
597,"улица Архимеда, дом 15",56.310436,43.922848
598,"улица Архимеда, дом 16",56.309586,43.924122
599,"улица Архимеда, дом 16/14",56.309704,43.923988
600,"улица Архимеда, дом 17",56.310333,43.922909
601,"улица Архимеда, дом 18",56.309479,43.924213
602,"улица Архимеда, дом 19",56.310154,43.923187
603,"улица Архимеда, дом 20",56.309273,43.924446
604,"улица Архимеда, дом 21",56.310040,43.923252
605,"улица Архимеда, дом 26",56.308506,43.925209
606,"улица Архимеда, дом 27",56.309464,43.923775
607,"улица Архимеда, дом 28",56.308167,43.925507
608,"улица Архимеда, дом 29",56.309250,43.923969
609,"улица Архимеда, дом 35",56.308414,43.924850
610,"улица Архимеда, дом 37",56.308212,43.924938
611,"улица Героев Космоса, дом 1",56.357944,43.821400
612,"улица Героев Космоса, дом 2",56.358582,43.822578
613,"улица Героев Космоса, дом 4",56.358616,43.821789
614,"улица Героев Космоса, дом 6",56.359154,43.822174
615,"улица Героев Космоса, дом 8",56.359573,43.821445
616,"улица Героев Космоса, дом 8А",56.359947,43.821220
617,"улица Героев Космоса, дом 10",56.358902,43.820385
618,"улица Героев Космоса, дом 12",56.358288,43.820034
619,"улица Героев Космоса, дом 14",56.358162,43.818932
620,"улица Героев Космоса, дом 16",56.358677,43.817692
621,"улица Героев Космоса, дом 18",56.358925,43.818195
622,"улица Героев Космоса, дом 20",56.359184,43.818687
623,"улица Героев Космоса, дом 22",56.359646,43.819649
